pass;ff;slug;url;perf;a11y;bp;seo;fcp_ms;lcp_ms;cls;tbt_ms;tti_ms;si_ms;ttfb_ms;total_transfer_bytes;requests;benchmark_index;lh_total_ms;loadavg_avant;final_url;run_warnings;runtime_error;json;perturbe
2;desktop;opposition;https://www.syntheticswarm.ai/opposition;92;100;96;100;1082.76;1082.76;0;166.894;1301.704;1082.76;49.34;2070029;16;1295;14331;20.38/21.48/25.55;https://www.syntheticswarm.ai/opposition;;;opposition-desktop-p2.json;
3;desktop;opposition;https://www.syntheticswarm.ai/opposition;80;100;96;100;942.077;942.077;0;384.554;1452.781;1248.213;76.965;2070028;16;1377;18337;22.96/25.15/28.37;https://www.syntheticswarm.ai/opposition;;;opposition-desktop-p3.json;
1;mobile;opposition;https://www.syntheticswarm.ai/opposition;83;100;96;100;3070.626;3429.842;0;0;3465.764;4567.315;49.656;2070026;16;1022;20333;28.74/29.00/31.38;https://www.syntheticswarm.ai/opposition;;;opposition-mobile-p1.json;
2;mobile;opposition;https://www.syntheticswarm.ai/opposition;82;100;96;100;2902.199;3724.074;0;0;3769.074;4403.076;57.143;2070027;16;788;12446;20.44/21.57/25.65;https://www.syntheticswarm.ai/opposition;;;opposition-mobile-p2.json;
3;mobile;opposition;https://www.syntheticswarm.ai/opposition;88;100;96;100;2819.556;3204.267;0.006;0;3224.994;3309.757;636.944;2070026;16;1513;17563;24.23/25.53/28.56;https://www.syntheticswarm.ai/opposition;;;opposition-mobile-p3.json;
1;desktop;opt-out;https://www.syntheticswarm.ai/opt-out;71;100;96;100;653.875;684.966;0;741.947;1631.672;1553.046;86.329;2069884;16;1243;34813;27.53/28.78/31.40;https://www.syntheticswarm.ai/opt-out;;;opt-out-desktop-p1.json;
2;desktop;opt-out;https://www.syntheticswarm.ai/opt-out;94;100;96;100;1113.166;1113.166;0;0;1113.166;1470.819;79.723;2069882;16;1382;14184;20.10/21.57/25.71;https://www.syntheticswarm.ai/opt-out;;;opt-out-desktop-p2.json;
3;desktop;opt-out;https://www.syntheticswarm.ai/opt-out;85;100;96;100;1008.127;1008.127;0;283;1378.089;1347.369;56.529;2069871;16;724;20824;24.63/25.70/28.70;https://www.syntheticswarm.ai/opt-out;;;opt-out-desktop-p3.json;
1;mobile;opt-out;https://www.syntheticswarm.ai/opt-out;81;100;96;100;1627.494;2059.48;0.001;697;2597.34;2278.898;60.312;2069881;16;1941;21254;28.76/29.13/31.59;https://www.syntheticswarm.ai/opt-out;;;opt-out-mobile-p1.json;
2;mobile;opt-out;https://www.syntheticswarm.ai/opt-out;83;100;96;100;2643.54;3661.586;0;0;3706.586;4541.368;115.372;2069882;16;761;14021;20.25/21.71/25.85;https://www.syntheticswarm.ai/opt-out;;;opt-out-mobile-p2.json;
3;mobile;opt-out;https://www.syntheticswarm.ai/opt-out;82;100;96;100;2898.109;3748.07;0;0;3793.531;4471.378;51.254;2069883;16;1530;15895;23.79/25.59/28.71;https://www.syntheticswarm.ai/opt-out;;;opt-out-mobile-p3.json;
1;desktop;our-solution;https://www.syntheticswarm.ai/our-solution;63;97;96;100;3190.646;3204.646;0.002;0;3204.646;5702.884;496.854;2081407;19;371;60904;37.56/22.60/9.79;https://www.syntheticswarm.ai/our-solution;;;our-solution-desktop-p1.json;
2;desktop;our-solution;https://www.syntheticswarm.ai/our-solution;82;97;96;100;1100.457;2593.018;0.002;38.122;2593.018;1602.62;57.429;2081405;19;1013;30141;24.21/25.73/29.47;https://www.syntheticswarm.ai/our-solution;;;our-solution-desktop-p2.json;
3;desktop;our-solution;https://www.syntheticswarm.ai/our-solution;61;97;96;100;995.003;1050.026;0.003;1882.998;3481.752;2412.934;166.108;2081408;19;822;50202;36.55/42.05/36.35;https://www.syntheticswarm.ai/our-solution;;;our-solution-desktop-p3.json;
1;mobile;our-solution;https://www.syntheticswarm.ai/our-solution;51;97;96;92;3556.914;3649.914;0.021;1274.043;5312.507;7984.106;871.745;2081407;19;725;60773;36.49/18.79/7.72;https://www.syntheticswarm.ai/our-solution;;;our-solution-mobile-p1.json;
2;mobile;our-solution;https://www.syntheticswarm.ai/our-solution;90;97;96;100;2150.889;2150.889;0.003;259.855;2962.686;3652.079;82.061;2081406;19;1695;28814;23.21/25.71/29.58;https://www.syntheticswarm.ai/our-solution;;;our-solution-mobile-p2.json;
3;mobile;our-solution;https://www.syntheticswarm.ai/our-solution;57;97;96;100;2635.392;2787.392;0.021;1599.804;4850.246;9795.859;554.246;2081394;19;944;47757;41.02/43.44/36.41;https://www.syntheticswarm.ai/our-solution;;;our-solution-mobile-p3.json;
1;desktop;pricing;https://www.syntheticswarm.ai/pricing;66;95;93;100;1224.103;1224.103;0;584.235;2036.238;2270.491;342.088;2074192;17;1130;42310;38.60/33.10/17.33;https://www.syntheticswarm.ai/pricing;;;pricing-desktop-p1.json;
2;desktop;pricing;https://www.syntheticswarm.ai/pricing;71;95;93;100;554.977;554.977;0;904.938;1817.665;1307.842;65.422;2074192;17;1246;22553;27.00/26.29/29.22;https://www.syntheticswarm.ai/pricing;;;pricing-desktop-p2.json;
3;desktop;pricing;https://www.syntheticswarm.ai/pricing;95;95;93;100;1104.057;1104.057;0;0;1104.057;1214.059;92.763;2074180;17;1668;19895;22.22/36.50/35.04;https://www.syntheticswarm.ai/pricing;;;pricing-desktop-p3.json;
1;mobile;pricing;https://www.syntheticswarm.ai/pricing;78;95;93;100;3514.977;3514.977;0.003;0;3514.977;6420.638;721.835;2074191;17;433;32693;40.74/32.75/16.62;https://www.syntheticswarm.ai/pricing;;;pricing-mobile-p1.json;
2;mobile;pricing;https://www.syntheticswarm.ai/pricing;81;95;93;100;3107.699;3659.025;0;0;3704.105;4952.854;59.464;2074193;17;1399;20225;27.96/26.34/29.32;https://www.syntheticswarm.ai/pricing;;;pricing-mobile-p2.json;
3;mobile;pricing;https://www.syntheticswarm.ai/pricing;86;95;93;100;2760.505;3166.58;0;0;3207.188;4851.458;79.673;2074344;17;1934;13263;26.07/37.95/35.47;https://www.syntheticswarm.ai/pricing;;;pricing-mobile-p3.json;
1;desktop;privacy;https://www.syntheticswarm.ai/privacy;97;100;96;100;911.997;951.997;0;57.537;1024.872;1243.466;205.822;2069907;16;1238;23090;28.30/30.71/32.81;https://www.syntheticswarm.ai/privacy;;;privacy-desktop-p1.json;
2;desktop;privacy;https://www.syntheticswarm.ai/privacy;99;100;96;100;607.832;607.832;0;45.673;704.205;996.168;67.1;2069904;16;1404;18892;21.71/22.49/26.64;https://www.syntheticswarm.ai/privacy;;;privacy-desktop-p2.json;
3;desktop;privacy;https://www.syntheticswarm.ai/privacy;93;100;96;100;795.66;836.802;0;181.04;1077.449;1162.228;118.495;2069907;16;969;21718;23.54/25.34/29.14;https://www.syntheticswarm.ai/privacy;;;privacy-desktop-p3.json;
1;mobile;privacy;https://www.syntheticswarm.ai/privacy;68;100;96;100;4468.561;4715.898;0;0;4740.632;6663.941;159.768;2069907;16;631;27630;28.62/31.03/32.98;https://www.syntheticswarm.ai/privacy;;;privacy-mobile-p1.json;
2;mobile;privacy;https://www.syntheticswarm.ai/privacy;89;100;96;100;2106.598;2106.598;0;345.486;2712.184;2425.696;93.045;2069905;16;493;15286;21.05/22.42/26.71;https://www.syntheticswarm.ai/privacy;;;privacy-mobile-p2.json;
3;mobile;privacy;https://www.syntheticswarm.ai/privacy;89;100;96;100;2996.868;2996.868;0;0;2996.868;2996.868;46.458;2069894;16;1469;26794;23.65/25.51/29.31;https://www.syntheticswarm.ai/privacy;;;privacy-mobile-p3.json;
1;desktop;recrutement;https://www.syntheticswarm.ai/recrutement;74;100;96;100;2210.178;2210.178;0.001;0;2210.178;2936.107;233.794;2322484;20;727;47805;42.32/44.16/36.20;https://www.syntheticswarm.ai/recrutement;;;recrutement-desktop-p1.json;oui
2;desktop;recrutement;https://www.syntheticswarm.ai/recrutement;97;100;96;100;894.113;968.006;0;19;1004.854;1065.727;47.308;2323601;20;1737;16406;21.01/22.33/26.56;https://www.syntheticswarm.ai/recrutement;;;recrutement-desktop-p2.json;
3;desktop;recrutement;https://www.syntheticswarm.ai/recrutement;86;100;96;100;1598.259;1598.259;0.001;0;1598.259;1817.659;56.36;2323601;20;565;30103;26.59/29.38/32.13;https://www.syntheticswarm.ai/recrutement;;;recrutement-desktop-p3.json;
1;mobile;recrutement;https://www.syntheticswarm.ai/recrutement;68;100;96;92;3557.497;3557.497;0.003;299.632;4366.434;11381.533;342.529;2323600;20;437;70828;46.92/45.49/35.93;https://www.syntheticswarm.ai/recrutement;;;recrutement-mobile-p1.json;
2;mobile;recrutement;https://www.syntheticswarm.ai/recrutement;52;100;96;100;2973.144;4974.103;0;938.858;5082.514;4871.868;71.831;2323601;20;792;18916;21.21/22.43/26.69;https://www.syntheticswarm.ai/recrutement;;;recrutement-mobile-p2.json;
3;mobile;recrutement;https://www.syntheticswarm.ai/recrutement;74;100;96;100;1616.017;3367.642;0.003;669.518;3367.642;3073.628;142.911;2323601;20;734;25954;26.00/29.56/32.27;https://www.syntheticswarm.ai/recrutement;;;recrutement-mobile-p3.json;
1;desktop;tarifs;https://www.syntheticswarm.ai/tarifs;51;95;93;92;1532.305;1532.305;0.001;1314.5;3373.684;4763.623;488.347;2074389;17;1206;53757;37.66/34.16/19.32;https://www.syntheticswarm.ai/tarifs;;;tarifs-desktop-p1.json;
2;desktop;tarifs;https://www.syntheticswarm.ai/tarifs;67;95;93;100;573.731;713.758;0.001;1635.648;2683.529;1698.569;51.495;2074400;17;1117;25310;25.76/26.07/29.01;https://www.syntheticswarm.ai/tarifs;;;tarifs-desktop-p2.json;
3;desktop;tarifs;https://www.syntheticswarm.ai/tarifs;76;95;93;100;493.714;552.88;0.001;618.584;1533.948;941.982;59.546;2074389;17;749;13315;23.23/34.76/34.52;https://www.syntheticswarm.ai/tarifs;;;tarifs-desktop-p3.json;
1;mobile;tarifs;https://www.syntheticswarm.ai/tarifs;77;95;93;92;2949.627;2949.627;0;217;3513.774;10799.089;758.249;2074387;17;1519;48143;37.20/33.54/18.31;https://www.syntheticswarm.ai/tarifs;;;tarifs-mobile-p1.json;
2;mobile;tarifs;https://www.syntheticswarm.ai/tarifs;81;95;93;100;2901.439;3770.591;0;0;3825.726;4624.041;48.788;2074403;17;1554;19736;26.47/26.23/29.12;https://www.syntheticswarm.ai/tarifs;;;tarifs-mobile-p2.json;
3;mobile;tarifs;https://www.syntheticswarm.ai/tarifs;83;95;93;100;2468.772;2468.772;0.015;425.5;3108.77;3246.415;60.566;2074400;17;1372;25374;22.78/35.69/34.80;https://www.syntheticswarm.ai/tarifs;;;tarifs-mobile-p3.json;
1;desktop;terms;https://www.syntheticswarm.ai/terms;96;100;96;100;1043.437;1043.437;0.008;0;1043.437;1279.459;106.293;2071594;16;381;28984;26.83/29.28/32.06;https://www.syntheticswarm.ai/terms;;;terms-desktop-p1.json;
2;desktop;terms;https://www.syntheticswarm.ai/terms;92;100;96;100;495.531;682.928;0.008;221;921.564;867.78;42.867;2071591;16;1009;17719;20.12/21.91/26.14;https://www.syntheticswarm.ai/terms;;;terms-desktop-p2.json;
3;desktop;terms;https://www.syntheticswarm.ai/terms;89;100;96;100;899.578;899.578;0.008;245.982;1197.91;1059.765;153.842;2071594;16;1148;21747;26.47/26.23/29.12;https://www.syntheticswarm.ai/terms;;;terms-desktop-p3.json;
1;mobile;terms;https://www.syntheticswarm.ai/terms;81;100;96;100;3095.665;3697.923;0.001;0;3742.776;4716.258;47.899;2071594;16;418;23023;25.95/29.36/32.16;https://www.syntheticswarm.ai/terms;;;terms-mobile-p1.json;
2;mobile;terms;https://www.syntheticswarm.ai/terms;83;100;96;100;2817.271;3674.68;0;0;3719.68;4370.905;46.516;2071591;16;1044;14720;20.95/22.18/26.31;https://www.syntheticswarm.ai/terms;;;terms-mobile-p2.json;
3;mobile;terms;https://www.syntheticswarm.ai/terms;95;100;96;100;1626.216;1626.216;0.001;218.452;1948.168;2082.232;62.912;2071592;16;1126;17006;26.84/26.27/29.20;https://www.syntheticswarm.ai/terms;;;terms-mobile-p3.json;
