"page","region","type","texte_ou_label","href_ou_action","target","rel","name","input_type","required","id","classes","aria","visible_1440","visible_390","details"
"https://www.syntheticswarm.ai/pricing","footer","button","Subscribe","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Our solution","/our-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Pricing","/pricing","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","FAQ","/faq","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","About","/about","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","pseudo_lien_desactive","Customers","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Careers","/careers","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Contact","/contact","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Legal Notice","/legal-notice","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Privacy","/privacy","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Terms","/terms","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","footer","lien_interne","Opt out","/opt-out","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","button","Close menu","","","","","button","","","mobile-menu-close","aria-label=Close menu","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_interne","","/our-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_interne","","/pricing","","","","","","","","aria-current=page","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_interne","","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_interne","","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choose language","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_interne+langue","EN","/pricing","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_interne+langue","FR","/tarifs","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/pricing","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/tarifs","autre","ancre","Aller au contenu","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne","Tarifs","/tarifs","","","","","","","","aria-current=page","oui","non",""
"https://www.syntheticswarm.ai/tarifs","header","button+disclosure","À propos","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne","Qui sommes-nous","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne","Recrutement","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choisir la langue","oui","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne+langue","FR","/tarifs","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_interne+langue","EN","/pricing","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_externe","Connexion","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/tarifs","header","button+disclosure+demo","Démo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/tarifs","header","button","Ouvrir le menu","","","","","button","","","mobile-menu-toggle","aria-label=Ouvrir le menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/tarifs","main","input_range+curseur_volume","Leads par semaine","","","","","range","","","pricing-range","aria-valuetext=50 leads par semaine aria-label=Leads par semaine","oui","oui","min=0 max=5 value=2 step=1"
"https://www.syntheticswarm.ai/tarifs","main","button+palier_prix","10","","","","","button","","","","aria-pressed=false","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","button+palier_prix","20","","","","","button","","","","aria-pressed=false","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","button+palier_prix","50","","","","","button","","","is-active","aria-pressed=true","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","button+palier_prix","100","","","","","button","","","","aria-pressed=false","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","button+palier_prix","200","","","","","button","","","","aria-pressed=false","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","button+palier_prix","200+","","","","","button","","","","aria-pressed=false","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","lien_externe","Choisir ce forfait","https://app.syntheticswarm.ai/ui/","","","","","","","pricing-config-btn","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","lien_externe+demo","","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started pricing-config-btn","","non","non",""
"https://www.syntheticswarm.ai/tarifs","main","details","Comment ça marche concrètement ?","","","","","","","","pricing-faq-item","","oui","oui","open=false"
"https://www.syntheticswarm.ai/tarifs","main","summary","Comment ça marche concrètement ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","details","Quelles informations j'obtiens ?","","","","","","","","pricing-faq-item","","oui","oui","open=false"
"https://www.syntheticswarm.ai/tarifs","main","summary","Quelles informations j'obtiens ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","main","details","Est-ce que j'ai le droit d'appeler ces personnes ?","","","","","","","","pricing-faq-item","","oui","oui","open=false"
"https://www.syntheticswarm.ai/tarifs","main","summary","Est-ce que j'ai le droit d'appeler ces personnes ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_externe+demo","Réserver une démo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Voir notre solution →","/notre-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/tarifs","footer","input_email","Votre email","","","","email","email","oui","","","aria-label=Votre email","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","button","S’inscrire","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_externe","Se connecter","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","FAQ","/faq-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","À propos","/a-propos","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","pseudo_lien_desactive","Nos clients","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Recrutement","/recrutement","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Contact","/contact-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Mentions légales","/mentions-legales","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Confidentialité","/confidentialite","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Conditions","/conditions","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","footer","lien_interne","Opposition","/opposition","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","button","Fermer le menu","","","","","button","","","mobile-menu-close","aria-label=Fermer le menu","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_interne","","/notre-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_interne","","/tarifs","","","","","","","","aria-current=page","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_interne","","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_interne","","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choisir la langue","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_interne+langue","FR","/tarifs","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_interne+langue","EN","/pricing","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/tarifs","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq","autre","ancre","Skip to content","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/faq","header","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/faq","header","lien_interne","Our solution","/our-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/faq","header","lien_interne","Pricing","/pricing","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/faq","header","button+disclosure","About","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/faq","header","lien_interne","Who we are","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","header","lien_interne","Careers","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","header","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/faq","header","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choose language","oui","non",""
"https://www.syntheticswarm.ai/faq","header","lien_interne+langue","EN","/faq","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/faq","header","lien_interne+langue","FR","/faq-fr","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","header","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/faq","header","button+disclosure+demo","Demo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/faq","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq","header","button","Open menu","","","","","button","","","mobile-menu-toggle","aria-label=Open menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Product How does it work in practice?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Product How does it work in practice?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Data What information do I get?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Data What information do I get?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Signals What exactly is a signal?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Signals What exactly is a signal?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Contact details Is the phone number the executive's own?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Contact details Is the phone number the executive's own?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Targeting Can I specify professions and my geographic area?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Targeting Can I specify professions and my geographic area?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Exclusivity Do other clients receive the same records as me?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Exclusivity Do other clients receive the same records as me?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Delivery How often are records delivered?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Delivery How often are records delivered?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Getting started How soon will I receive my first delivery?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Getting started How soon will I receive my first delivery?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Adjustments What if the records do not match what I am looking for?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Adjustments What if the records do not match what I am looking for?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","details","Prospecting Am I allowed to call these people?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq","main","summary","Prospecting Am I allowed to call these people?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","main","lien_interne","Contact the team","/contact","","","","","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_externe+demo","Book a demo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Explore our solution →","/our-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/faq","footer","input_email","Your email","","","","email","email","oui","","","aria-label=Your email","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","button","Subscribe","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Our solution","/our-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Pricing","/pricing","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","FAQ","/faq","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","About","/about","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","pseudo_lien_desactive","Customers","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Careers","/careers","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Contact","/contact","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Legal Notice","/legal-notice","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Privacy","/privacy","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Terms","/terms","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","footer","lien_interne","Opt out","/opt-out","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq","menu_mobile","button","Close menu","","","","","button","","","mobile-menu-close","aria-label=Close menu","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_interne","","/our-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_interne","","/pricing","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_interne","","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_interne","","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choose language","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_interne+langue","EN","/faq","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_interne+langue","FR","/faq-fr","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq-fr","autre","ancre","Aller au contenu","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/faq-fr","header","button+disclosure","À propos","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne","Qui sommes-nous","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne","Recrutement","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choisir la langue","oui","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne+langue","FR","/faq-fr","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_interne+langue","EN","/faq","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_externe","Connexion","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/faq-fr","header","button+disclosure+demo","Démo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/faq-fr","header","button","Ouvrir le menu","","","","","button","","","mobile-menu-toggle","aria-label=Ouvrir le menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Produit Comment ça marche concrètement ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Produit Comment ça marche concrètement ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Données Quelles informations j'obtiens ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Données Quelles informations j'obtiens ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Signal C'est quoi un signal, concrètement ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Signal C'est quoi un signal, concrètement ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Contact Le numéro est-il celui du dirigeant ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Contact Le numéro est-il celui du dirigeant ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Ciblage Puis-je préciser les métiers et ma zone géographique ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Ciblage Puis-je préciser les métiers et ma zone géographique ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Exclusivité Est-ce que d'autres reçoivent les mêmes fiches que moi ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Exclusivité Est-ce que d'autres reçoivent les mêmes fiches que moi ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Livraison À quelle fréquence les fiches sont-elles envoyées ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Livraison À quelle fréquence les fiches sont-elles envoyées ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Mise en service Combien de temps avant ma première livraison ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Mise en service Combien de temps avant ma première livraison ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Ajustement Et si les fiches ne correspondent pas à ce que je cherche ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Ajustement Et si les fiches ne correspondent pas à ce que je cherche ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","details","Prospection Est-ce que j'ai le droit d'appeler ces personnes ?","","","","","","","","site-faq","","oui","oui","open=false"
"https://www.syntheticswarm.ai/faq-fr","main","summary","Prospection Est-ce que j'ai le droit d'appeler ces personnes ?","","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","main","lien_interne","Contacter l’équipe","/contact-fr","","","","","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","footer","lien_externe+demo","Réserver une démo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","footer","lien_interne","Voir notre solution →","/notre-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/faq-fr","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
